# node_id module flow
309095 1 0.00455681
4162722 1 0.00433632
24126055 1 0.00422608
1118358 1 0.00422608
24130737 1 0.00396884
4138147 1 0.00396884
4168003 1 0.00396884
24101605 1 0.00393209
14105730 1 0.00389534
4168119 1 0.00385859
13401653 1 0.00385859
623539 1 0.00378509
2905540 1 0.00374835
4147332 1 0.00367485
8603820 1 0.00360135
4157800 1 0.0035646
14117908 1 0.00352786
4100107 1 0.00352786
4173708 1 0.00349111
4158814 1 0.00349111
4122356 1 0.00349111
13401319 1 0.00345436
8602883 1 0.00341761
11600454 1 0.00334411
4129199 1 0.00334411
14100010 1 0.00330736
14102560 1 0.00327062
14109603 1 0.00327062
605506 1 0.00327062
14508150 1 0.00327062
4126025 1 0.00327062
608742 1 0.00323387
13601520 1 0.00319712
12401137 1 0.00319712
5029465 1 0.00319712
4152956 1 0.00319712
2000024 1 0.00312362
4125029 1 0.00312362
4189302 1 0.00308687
2205530 1 0.00308687
4120787 1 0.00308687
4170350 1 0.00305012
2016192 1 0.00305012
4138716 1 0.00305012
4116992 1 0.00305012
13502956 1 0.00305012
8603677 1 0.00305012
4650891 1 0.00297663
2285525 1 0.00297663
4102142 1 0.00297663
4108116 1 0.00297663
4142578 1 0.00293988
4147235 1 0.00286638
5007003 1 0.00286638
1170546 1 0.00286638
14103320 1 0.00282963
2805677 1 0.00271939
310204 1 0.00271939
4118987 1 0.00271939
2020009 1 0.00268264
1610856 1 0.00268264
13300474 1 0.00268264
24116068 1 0.00268264
4140419 1 0.00264589
8602980 1 0.00264589
24109959 1 0.00260914
2209390 1 0.00260914
4113403 1 0.00260914
703303 1 0.00260914
5018471 1 0.00260914
1503014 1 0.00257239
14102951 1 0.00257239
8604436 1 0.00253565
738590 1 0.00253565
13402129 1 0.0024989
9301348 1 0.0024254
13302485 1 0.0024254
13504398 1 0.0024254
4127870 1 0.0024254
4194985 1 0.00238865
3503240 1 0.00238865
5202213 1 0.0023519
1710400 1 0.0023519
4121830 1 0.0023519
3901211 1 0.0023519
13900048 1 0.00227841
24125890 1 0.00227841
14114038 1 0.00227841
4198603 1 0.00227841
4132181 1 0.00227841
24133795 1 0.00224166
13500139 1 0.00224166
5000017 1 0.00224166
24104272 1 0.00224166
4169786 1 0.00220491
13400924 1 0.00220491
5002150 1 0.00220491
1126881 1 0.00216816
4148843 1 0.00213141
13300881 1 0.00209466
14109182 1 0.00209466
4135539 1 0.00205792
24107581 1 0.00194767
13702661 1 0.00191092
1510045 1 0.00191092
4107012 1 0.00183742
4131061 1 0.00180068
4675789 1 0.00180068
400041 1 0.00180068
13401378 1 0.00180068
4101588 1 0.00176393
24603295 1 0.00176393
316385 1 0.00172718
10601457 1 0.00172718
4657101 1 0.00172718
14112906 1 0.00172718
4122763 1 0.00169043
14107090 1 0.00169043
24112798 1 0.00161693
12401110 1 0.00161693
4197143 1 0.00158019
2900084 1 0.00154344
14109530 1 0.00154344
4119150 1 0.00154344
24131423 1 0.00150669
4150120 1 0.00150669
4151348 1 0.00150669
24105074 1 0.00146994
4182596 1 0.00146994
4160258 1 0.00146994
2257327 1 0.00146994
1202758 1 0.00143319
24175439 1 0.00143319
4123700 1 0.00139644
4135741 1 0.00135969
14113147 1 0.00135969
24104795 1 0.00132295
4199758 1 0.00132295
14200244 1 0.00132295
24651516 1 0.00124945
4114060 1 0.00124945
2801990 1 0.0012127
2107139 1 0.0012127
4151976 1 0.00117595
4171055 1 0.00117595
4174003 1 0.00117595
4153278 1 0.0011392
4115309 1 0.0011392
5004985 1 0.0011392
4115341 1 0.00110245
2806851 1 0.00106571
24176729 1 0.00106571
4146786 1 0.00106571
6300545 1 0.00102896
14120828 1 0.000992209
14603853 1 0.000992209
400025 1 0.000955461
702293 1 0.000918712
24126454 1 0.000918712
4123425 1 0.000918712
4130804 1 0.000845215
14122286 1 0.000808467
4108566 1 0.000808467
4131002 1 0.000808467
4145097 1 0.000808467
4127820 1 0.000771718
13502247 1 0.000771718
4111990 1 0.000771718
4159659 1 0.000771718
14109409 1 0.00073497
4135148 1 0.00073497
4189825 1 0.000698221
14107201 1 0.000698221
404853 1 0.000661473
4901045 1 0.000661473
4180887 1 0.000624724
4121996 1 0.000624724
4155351 1 0.000587976
4162080 1 0.000587976
4676670 1 0.000587976
24183750 1 0.000587976
618438 1 0.000587976
4169530 1 0.000587976
2802007 1 0.000551227
24105660 1 0.000551227
12100196 1 0.000551227
4186214 1 0.000514479
25059530 1 0.000514479
718939 1 0.000514479
24131920 1 0.000514479
13300032 1 0.00047773
4122160 1 0.00047773
24129100 1 0.00047773
4100115 1 0.00047773
4100018 1 0.000440982
2803828 1 0.000404233
14103052 1 0.000404233
4122488 1 0.000404233
24650684 1 0.000404233
13401033 1 0.000367485
4142527 1 0.000367485
25092340 1 0.000367485
700070 1 0.000330736
24164879 1 0.000330736
4192036 1 0.000330736
4151984 1 0.000293988
4104226 1 0.000293988
4152417 1 0.000293988
4183088 1 0.000293988
621650 1 0.000293988
24103209 1 0.000293988
24100110 1 0.000293988
4119410 1 0.000293988
24171743 1 0.000257239
14603152 1 0.000257239
4663306 1 0.000257239
24101729 1 0.000257239
4195639 1 0.000257239
4192770 1 0.000257239
4102240 1 0.000220491
5016690 1 0.000220491
4192516 1 0.000183742
4635248 1 0.000146994
24177830 1 0.000146994
24176702 1 0.000146994
4119991 1 0.000146994
24121657 1 0.000146994
4122151 1 0.000146994
4122747 1 0.000146994
4139275 1 0.000146994
2200015 1 0.000146994
4133285 1 0.000110245
24183555 1 0.000110245
24176460 1 0.000110245
4102665 1 0.000110245
24131750 1 0.000110245
24113441 1 0.000110245
2299100 1 0.000110245
4125371 1 0.000110245
4153251 1 0.000110245
4161203 1 0.000110245
4667719 1 0.000110245
4600045 1 0.000110245
35009192 1 7.3497e-05
24199443 1 7.3497e-05
4100654 1 7.3497e-05
13507443 1 7.3497e-05
4116615 1 7.3497e-05
4120027 1 7.3497e-05
4120426 1 7.3497e-05
4120680 1 7.3497e-05
6309089 1 7.3497e-05
24113409 1 7.3497e-05
4126378 1 7.3497e-05
4155840 1 7.3497e-05
4131606 1 7.3497e-05
14200155 1 7.3497e-05
4151887 1 3.67485e-05
4150104 1 3.67485e-05
5022401 1 3.67485e-05
4146182 1 3.67485e-05
14604051 1 3.67485e-05
4140664 1 3.67485e-05
5038448 1 3.67485e-05
4136730 1 3.67485e-05
4634527 1 3.67485e-05
14103109 1 3.67485e-05
5012414 1 3.67485e-05
14102595 1 3.67485e-05
2297361 1 3.67485e-05
700037 1 3.67485e-05
5078776 1 3.67485e-05
5084423 1 3.67485e-05
14117223 1 3.67485e-05
2000075 1 3.67485e-05
4120930 1 3.67485e-05
13700278 1 3.67485e-05
2500914 1 3.67485e-05
4164857 1 3.67485e-05
4167392 1 3.67485e-05
24129003 1 3.67485e-05
4120213 1 3.67485e-05
14110148 1 3.67485e-05
700231 1 3.67485e-05
13509373 1 3.67485e-05
4119142 1 3.67485e-05
4168437 1 3.67485e-05
24147338 1 3.67485e-05
4115333 1 3.67485e-05
2801604 1 3.67485e-05
4101880 1 3.67485e-05
9400346 1 3.67485e-05
10600043 1 3.67485e-05
4101219 1 3.67485e-05
10601104 1 3.67485e-05
12401153 1 3.67485e-05
4177916 1 3.67485e-05
24194697 1 3.67485e-05
13100050 1 3.67485e-05
24600881 1 3.67485e-05
4100140 1 3.67485e-05
2800101 1 3.67485e-05
3900819 1 3.67485e-05
2800802 1 3.67485e-05
2806070 1 3.67485e-05
32059566 1 3.67485e-05
12940690 1 3.67485e-05
4167570 2 0.00213141
4128125 2 0.00187417
4147103 2 0.00187417
4195752 2 0.00172718
2902257 2 0.00169043
5015197 2 0.00165368
14111330 2 0.00161693
14109336 2 0.00161693
1700030 2 0.00158019
13602640 2 0.00154344
8601283 2 0.00154344
14110911 2 0.00150669
13601903 2 0.00150669
1106619 2 0.00146994
8603006 2 0.00139644
4641833 2 0.00139644
8603642 2 0.00135969
14114550 2 0.00124945
5008123 2 0.00124945
4147855 2 0.00124945
4181751 2 0.00110245
4198026 2 0.00110245
13602993 2 0.00106571
13601458 2 0.00106571
14101513 2 0.00102896
8605114 2 0.00102896
617822 2 0.000992209
13300601 2 0.000918712
13300210 2 0.000881964
12801259 2 0.000881964
8602689 2 0.000881964
2012782 2 0.000845215
13703544 2 0.000808467
4133471 2 0.000771718
8603162 2 0.000661473
8602972 2 0.000624724
12512214 2 0.000587976
13700090 2 0.000551227
4149351 2 0.000514479
4130189 2 0.000514479
1122681 2 0.000514479
14101181 2 0.000514479
4129725 2 0.000440982
14101572 2 0.000440982
13900145 2 0.000440982
4116704 2 0.000440982
8604002 2 0.000404233
1122320 2 0.000404233
8608466 2 0.000404233
8600546 2 0.000404233
24171760 2 0.000367485
13602446 2 0.000330736
13600320 2 0.000293988
12400149 2 0.000293988
12802859 2 0.000183742
4900758 2 0.000146994
13903063 2 0.000146994
2219026 2 0.000146994
14100126 2 0.000110245
4182146 2 7.3497e-05
13602888 2 7.3497e-05
5029295 2 7.3497e-05
4134974 2 7.3497e-05
4132190 2 7.3497e-05
14203626 2 7.3497e-05
13403729 2 3.67485e-05
7101937 2 3.67485e-05
4100123 2 3.67485e-05
13604040 2 3.67485e-05
8608059 2 3.67485e-05
8604070 2 3.67485e-05
1108166 2 3.67485e-05
908550 2 3.67485e-05
623725 2 3.67485e-05
2047640 3 0.00227841
2040506 3 0.00224166
2004887 3 0.00213141
3503739 3 0.00176393
2021285 3 0.00169043
2023970 3 0.00132295
13300580 3 0.0012862
24107131 3 0.00117595
2034387 3 0.00117595
25006711 3 0.000992209
2606771 3 0.000992209
2801914 3 0.000955461
2008572 3 0.000955461
2061074 3 0.000955461
14118084 3 0.000918712
13501470 3 0.000918712
2056437 3 0.000881964
2047896 3 0.000881964
3504409 3 0.000845215
114987 3 0.000808467
14116804 3 0.000808467
13402935 3 0.000808467
14403803 3 0.000771718
14200937 3 0.00073497
13504037 3 0.00073497
722340 3 0.000698221
722960 3 0.000698221
14101025 3 0.000698221
2026961 3 0.000624724
1211668 3 0.000624724
2037602 3 0.000587976
6500617 3 0.000551227
5018293 3 0.000551227
5018137 3 0.000551227
13602926 3 0.00047773
2069342 3 0.00047773
24604747 3 0.000440982
12501255 3 0.000440982
2034255 3 0.000404233
2604493 3 0.000367485
2805642 3 0.000367485
2017199 3 0.000330736
6300529 3 0.000330736
2809060 3 0.000330736
3504387 3 0.000293988
2029111 3 0.000293988
2059630 3 0.000293988
3702308 3 0.000293988
2000261 3 0.000293988
2613280 3 0.000257239
2606577 3 0.000257239
1104306 3 0.000257239
3506690 3 0.000257239
14117207 3 0.000220491
14115433 3 0.000220491
2811154 3 0.000220491
3501728 3 0.000220491
1136720 3 0.000220491
5201268 3 0.000220491
4170083 3 0.000220491
13601733 3 0.000183742
2070901 3 0.000183742
2019353 3 0.000146994
2030012 3 0.000146994
7000812 3 0.000146994
13603647 3 0.000146994
2012529 3 0.000146994
2804336 3 0.000110245
2022036 3 0.000110245
14116367 3 0.000110245
14113325 3 0.000110245
2019280 3 0.000110245
13603264 3 0.000110245
2010011 3 0.000110245
2044676 3 0.000110245
2906074 3 0.000110245
2000180 3 7.3497e-05
2062674 3 7.3497e-05
5105269 3 7.3497e-05
5007429 3 7.3497e-05
4653530 3 7.3497e-05
14201143 3 7.3497e-05
2806991 3 7.3497e-05
2011352 3 3.67485e-05
3900258 3 3.67485e-05
2043858 3 3.67485e-05
2057360 3 3.67485e-05
2013878 3 3.67485e-05
2060531 3 3.67485e-05
2005492 3 3.67485e-05
2008742 3 3.67485e-05
2017083 3 3.67485e-05
2026562 3 3.67485e-05
2022320 3 3.67485e-05
4626150 3 3.67485e-05
2018616 3 3.67485e-05
8603405 4 0.00312362
8603332 4 0.00253565
8601429 4 0.00238865
8602956 4 0.00198442
8601445 4 0.00191092
8603537 4 0.00172718
8602522 4 0.00150669
8602280 4 0.00139644
8604940 4 0.00135969
8608288 4 0.0012127
8601674 4 0.00110245
8605840 4 0.00102896
8601020 4 0.00102896
8603847 4 0.00102896
8603189 4 0.000992209
8603154 4 0.000955461
8603693 4 0.000955461
8602387 4 0.000881964
8602298 4 0.000845215
8607508 4 0.000808467
8608962 4 0.000771718
8605564 4 0.00073497
8601160 4 0.000698221
8603928 4 0.000698221
8603090 4 0.000587976
8603901 4 0.000587976
8600678 4 0.000587976
8603294 4 0.000551227
8608156 4 0.000551227
8610550 4 0.00047773
8606021 4 0.000440982
8608547 4 0.000330736
8600031 4 0.000330736
8607206 4 0.000293988
2008564 4 0.000220491
8604746 4 0.000183742
13500520 4 0.000183742
8609357 4 0.000110245
8614733 4 0.000110245
8600953 4 7.3497e-05
8605750 4 3.67485e-05
8600660 4 3.67485e-05
8600015 4 3.67485e-05
5200750 4 3.67485e-05
14907526 5 0.00154344
304760 5 0.00143319
300071 5 0.00135969
325740 5 0.00124945
307165 5 0.00110245
301264 5 0.00102896
311707 5 0.000992209
322156 5 0.000955461
14918781 5 0.000918712
14108801 5 0.000881964
14907445 5 0.000845215
307424 5 0.000808467
318299 5 0.000808467
14901625 5 0.000698221
300659 5 0.000661473
14900017 5 0.000661473
315303 5 0.000661473
14907518 5 0.000624724
330027 5 0.000624724
319996 5 0.000624724
300560 5 0.000587976
1111078 5 0.000587976
331708 5 0.000551227
14915650 5 0.000514479
14909332 5 0.000514479
305243 5 0.000514479
358878 5 0.000514479
300306 5 0.000514479
322121 5 0.00047773
14928752 5 0.000440982
14926970 5 0.000440982
300535 5 0.000404233
14923432 5 0.000404233
311995 5 0.000404233
14909090 5 0.000404233
11600098 5 0.000367485
322202 5 0.000330736
303224 5 0.000330736
349658 5 0.000330736
14900734 5 0.000330736
325511 5 0.000293988
300101 5 0.000293988
710458 5 0.000257239
316210 5 0.000220491
14903474 5 0.000220491
319902 5 0.000220491
313874 5 0.000220491
308633 5 0.000220491
1121499 5 0.000183742
14900092 5 0.000183742
300160 5 0.000183742
4637143 5 0.000146994
14900025 5 0.000146994
1122428 5 0.000110245
700479 5 0.000110245
311731 5 0.000110245
302759 5 0.000110245
14900475 5 7.3497e-05
311111 5 7.3497e-05
14903563 5 7.3497e-05
303739 5 7.3497e-05
303445 5 7.3497e-05
323551 5 7.3497e-05
4134494 5 3.67485e-05
4211626 5 3.67485e-05
1120042 5 3.67485e-05
305782 5 3.67485e-05
14900483 5 3.67485e-05
300756 5 3.67485e-05
912417 6 0.00169043
900290 6 0.00132295
920479 6 0.0012862
900125 6 0.0012127
921629 6 0.0012127
911925 6 0.0012127
922900 6 0.0011392
921637 6 0.00106571
901172 6 0.000918712
903124 6 0.000845215
916358 6 0.000808467
927031 6 0.000771718
14400014 6 0.000771718
921610 6 0.000698221
934526 6 0.000698221
915483 6 0.000661473
931152 6 0.000624724
913723 6 0.000587976
14401487 6 0.000551227
922412 6 0.000551227
901504 6 0.000551227
4203380 6 0.000551227
900885 6 0.000514479
906379 6 0.000514479
900206 6 0.00047773
922692 6 0.000440982
916412 6 0.000404233
912336 6 0.000404233
901008 6 0.000404233
912123 6 0.000367485
900397 6 0.000367485
901776 6 0.000330736
900389 6 0.000330736
921815 6 0.000293988
900168 6 0.000293988
922277 6 0.000257239
944335 6 0.000257239
950122 6 0.000220491
901679 6 0.000220491
900788 6 0.000220491
904279 6 0.000183742
8604398 6 0.000183742
943746 6 0.000146994
902098 6 0.000146994
919993 6 0.000146994
14400596 6 0.000146994
922722 6 0.000110245
922641 6 0.000110245
35007394 6 0.000110245
937614 6 0.000110245
938190 6 0.000110245
940313 6 0.000110245
914517 6 0.000110245
904287 6 0.000110245
5008980 6 0.000110245
25089544 6 0.000110245
901318 6 7.3497e-05
900214 6 7.3497e-05
900095 6 7.3497e-05
900087 6 7.3497e-05
925071 6 3.67485e-05
929310 6 3.67485e-05
916390 6 3.67485e-05
901890 6 3.67485e-05
901792 6 3.67485e-05
4600177 6 3.67485e-05
901490 6 3.67485e-05
14101068 6 3.67485e-05
14401401 6 3.67485e-05
1112635 7 0.00224166
1130420 7 0.00169043
1116207 7 0.00139644
1132253 7 0.00135969
1107038 7 0.0012862
1110381 7 0.00117595
1111914 7 0.0011392
1134167 7 0.0011392
1105663 7 0.00110245
1124668 7 0.00106571
1113100 7 0.000881964
1115120 7 0.000808467
1112848 7 0.000698221
4202694 7 0.000698221
1126822 7 0.000661473
1132717 7 0.000624724
1108760 7 0.000624724
1130170 7 0.000551227
1119966 7 0.000514479
1122401 7 0.000514479
1112953 7 0.00047773
1102222 7 0.000440982
1121251 7 0.000440982
1101684 7 0.000404233
1124552 7 0.000404233
1122452 7 0.000404233
1121219 7 0.000367485
1119290 7 0.000367485
1106880 7 0.000367485
14101696 7 0.000330736
1129775 7 0.000330736
1105680 7 0.000330736
1124226 7 0.000257239
1124480 7 0.000220491
1133950 7 0.000220491
1103261 7 0.000183742
1160664 7 0.000146994
1119125 7 0.000146994
14100177 7 0.000146994
1106236 7 0.000146994
1132199 7 0.000110245
1139703 7 0.000110245
1100750 7 0.000110245
14102234 7 0.000110245
14122480 7 0.000110245
1159259 7 7.3497e-05
1171097 7 7.3497e-05
1112228 7 7.3497e-05
14100584 7 7.3497e-05
1109057 7 7.3497e-05
1131710 7 3.67485e-05
1126687 7 3.67485e-05
1188062 7 3.67485e-05
2300010 7 3.67485e-05
1114115 7 3.67485e-05
14103516 7 3.67485e-05
112275 8 0.00187417
110973 8 0.00139644
108049 8 0.00135969
3000010 8 0.00132295
117927 8 0.00124945
3800024 8 0.00117595
3700488 8 0.000992209
3503631 8 0.000808467
100250 8 0.000771718
100587 8 0.00073497
116807 8 0.000698221
2103877 8 0.000624724
2107660 8 0.000587976
3409350 8 0.000551227
107069 8 0.000551227
108154 8 0.000514479
3407128 8 0.000514479
105198 8 0.000514479
3700267 8 0.000514479
121576 8 0.00047773
2117568 8 0.00047773
2109450 8 0.00047773
113433 8 0.000440982
114286 8 0.000440982
111724 8 0.000404233
2115824 8 0.000367485
113816 8 0.000330736
3000028 8 0.000330736
2100169 8 0.000330736
108634 8 0.000293988
3400042 8 0.000293988
124311 8 0.000293988
103560 8 0.000293988
2101246 8 0.000293988
2105446 8 0.000293988
109746 8 0.000257239
105570 8 0.000220491
173444 8 0.000220491
100340 8 0.000220491
2021030 8 0.000220491
2106388 8 0.000183742
