# node_id module flow
2106981 8 0.000146994
5100011 8 0.000146994
3405400 8 0.000146994
103411 8 0.000146994
2100029 8 0.000110245
2209381 8 0.000110245
3406903 8 0.000110245
2103400 8 7.3497e-05
2100045 8 7.3497e-05
3403874 8 7.3497e-05
3406342 8 7.3497e-05
103250 8 7.3497e-05
100196 8 7.3497e-05
2100010 8 3.67485e-05
117234 8 3.67485e-05
113581 8 3.67485e-05
113522 8 3.67485e-05
111651 8 3.67485e-05
104019 8 3.67485e-05
5027330 8 3.67485e-05
14507927 9 0.00202117
14502879 9 0.00172718
14506688 9 0.0012862
14500116 9 0.00124945
930849 9 0.00117595
14502569 9 0.00110245
14505959 9 0.000881964
14500310 9 0.000845215
14505320 9 0.000845215
14500086 9 0.000845215
14506254 9 0.000808467
14509792 9 0.000808467
14506661 9 0.000698221
14504081 9 0.000624724
4128737 9 0.000587976
14400057 9 0.000514479
14602296 9 0.000514479
14600684 9 0.000514479
14502712 9 0.000514479
1634852 9 0.000440982
705713 9 0.000404233
14500299 9 0.000330736
14400049 9 0.000293988
14500450 9 0.000257239
14504804 9 0.000220491
4646258 9 0.000220491
14531534 9 0.000183742
14500094 9 0.000183742
14505207 9 0.000183742
4614950 9 0.000183742
14604299 9 0.000183742
14506157 9 0.000146994
14500213 9 0.000110245
14500205 9 7.3497e-05
916080 9 7.3497e-05
14506947 9 7.3497e-05
14502275 9 3.67485e-05
14500760 9 3.67485e-05
14500442 9 3.67485e-05
14500078 9 3.67485e-05
14402661 9 3.67485e-05
828688 9 3.67485e-05
14608162 9 3.67485e-05
15000796 9 3.67485e-05
5021596 10 0.00227841
5010608 10 0.00172718
5024595 10 0.00150669
5074452 10 0.00106571
5011132 10 0.000992209
5024854 10 0.000881964
5008352 10 0.000881964
5019184 10 0.000808467
5072786 10 0.000808467
5058422 10 0.000698221
5002265 10 0.000624724
5019141 10 0.000587976
5024218 10 0.000587976
5018226 10 0.000514479
5005361 10 0.00047773
5021103 10 0.00047773
5045185 10 0.00047773
5030692 10 0.00047773
5004225 10 0.000440982
5028183 10 0.000440982
5018420 10 0.000367485
5018277 10 0.000330736
5003610 10 0.000330736
5005370 10 0.000293988
5037883 10 0.000293988
5003512 10 0.000257239
5029104 10 0.000257239
5045207 10 0.000220491
5005507 10 0.000183742
5005779 10 0.000183742
5009154 10 0.000146994
5015693 10 0.000146994
5004195 10 0.000146994
5024366 10 0.000146994
25012223 10 0.000146994
4901541 10 0.000110245
5053196 10 0.000110245
5001668 10 0.000110245
5029317 10 7.3497e-05
5011167 10 7.3497e-05
5007836 10 7.3497e-05
5004306 10 3.67485e-05
5089000 10 3.67485e-05
25004964 10 3.67485e-05
35093487 10 3.67485e-05
1000268 11 0.00231516
1017063 11 0.00187417
1039784 11 0.00172718
1007998 11 0.00110245
14400030 11 0.000808467
1013068 11 0.00073497
1008013 11 0.00073497
1004689 11 0.000698221
1010697 11 0.000698221
1030108 11 0.000661473
1020854 11 0.000587976
1001302 11 0.000551227
1003720 11 0.000514479
1008439 11 0.00047773
1000012 11 0.000440982
1000063 11 0.000404233
1007246 11 0.000367485
1040634 11 0.000367485
13601741 11 0.000330736
4101685 11 0.000330736
1006088 11 0.000330736
1010891 11 0.000330736
1019554 11 0.000293988
1039792 11 0.000293988
1019716 11 0.000293988
4100972 11 0.000257239
1048104 11 0.000257239
1003623 11 0.000220491
4617495 11 0.000220491
1007092 11 0.000220491
1018400 11 0.000220491
1000080 11 0.000183742
1005030 11 0.000183742
4650905 11 0.000183742
1010824 11 0.000146994
1025007 11 0.000110245
1011480 11 0.000110245
1048333 11 0.000110245
1004816 11 0.000110245
405248 11 7.3497e-05
1000250 11 7.3497e-05
1046730 11 7.3497e-05
1038257 11 3.67485e-05
1010972 11 3.67485e-05
1632051 11 3.67485e-05
4601297 11 3.67485e-05
4614054 11 3.67485e-05
5007844 11 3.67485e-05
1003992 11 3.67485e-05
204412 11 3.67485e-05
11601388 12 0.00150669
4500261 12 0.00150669
11602740 12 0.00102896
12800040 12 0.000992209
11600136 12 0.000955461
11602945 12 0.000918712
13501720 12 0.000845215
4500016 12 0.000808467
4500024 12 0.000808467
4501047 12 0.000698221
4500105 12 0.000698221
12803731 12 0.000661473
12800112 12 0.000514479
4500547 12 0.000514479
503142 12 0.00047773
4113217 12 0.00047773
11600748 12 0.000440982
11600357 12 0.000440982
501840 12 0.000404233
12804444 12 0.000330736
501115 12 0.000293988
4501950 12 0.000293988
12800031 12 0.000293988
502081 12 0.000293988
4143256 12 0.000220491
4102924 12 0.000220491
505170 12 0.000220491
4114515 12 0.000183742
505455 12 0.000183742
12809390 12 0.000183742
11600349 12 0.000146994
4157052 12 0.000110245
11601426 12 7.3497e-05
4102266 12 7.3497e-05
2300028 12 7.3497e-05
12800120 12 7.3497e-05
12802085 12 7.3497e-05
13500023 12 7.3497e-05
4501101 12 7.3497e-05
4500075 12 3.67485e-05
4500490 12 3.67485e-05
4126297 12 3.67485e-05
11602112 12 3.67485e-05
2206609 12 3.67485e-05
12802204 12 3.67485e-05
12802476 12 3.67485e-05
13600966 13 0.00176393
13602071 13 0.00154344
6302718 13 0.00132295
14116731 13 0.000881964
13603086 13 0.000771718
13602250 13 0.00073497
6302181 13 0.00073497
13400304 13 0.000698221
916811 13 0.000661473
13602934 13 0.000551227
13602608 13 0.000551227
13602276 13 0.000551227
13402390 13 0.00047773
13402960 13 0.000440982
6302114 13 0.000440982
6300634 13 0.000404233
13403028 13 0.000367485
13601784 13 0.000367485
6304990 13 0.000330736
6305962 13 0.000330736
14000563 13 0.000330736
13601652 13 0.000330736
6301495 13 0.000293988
6305881 13 0.000257239
13602543 13 0.000257239
5061245 13 0.000220491
13400819 13 0.000220491
13400312 13 0.000183742
13405764 13 0.000183742
13603078 13 0.000146994
13604597 13 0.000146994
14104466 13 0.000146994
13500481 13 0.000110245
13404938 13 0.000110245
6300014 13 0.000110245
13603027 13 0.000110245
6349196 13 0.000110245
13600133 13 7.3497e-05
13403036 13 7.3497e-05
13401416 13 7.3497e-05
1007238 13 7.3497e-05
14000091 13 7.3497e-05
14100134 13 7.3497e-05
13413007 13 3.67485e-05
5033861 13 3.67485e-05
4102622 13 3.67485e-05
13611216 13 3.67485e-05
13611860 13 3.67485e-05
719978 14 0.00124945
722413 14 0.00117595
700509 14 0.00110245
705268 14 0.000955461
718572 14 0.000955461
720852 14 0.000881964
700118 14 0.00073497
728012 14 0.00073497
1203975 14 0.000698221
712779 14 0.000661473
718602 14 0.000661473
727709 14 0.000624724
900346 14 0.000551227
708003 14 0.000551227
700061 14 0.00047773
728446 14 0.00047773
726265 14 0.000404233
720232 14 0.000330736
708402 14 0.000293988
751499 14 0.000257239
737119 14 0.000257239
700053 14 0.000220491
722901 14 0.000220491
716855 14 0.000220491
730165 14 0.000220491
706671 14 0.000220491
1205064 14 0.000220491
700134 14 0.000220491
4100590 14 0.000183742
719030 14 0.000183742
731595 14 0.000183742
4611420 14 0.000146994
707244 14 0.000110245
742910 14 0.000110245
5800706 14 0.000110245
1141686 14 0.000110245
1227190 14 7.3497e-05
5012600 14 7.3497e-05
753246 14 3.67485e-05
725323 14 3.67485e-05
2805359 14 3.67485e-05
721506 14 3.67485e-05
720631 14 3.67485e-05
4651324 14 3.67485e-05
4900782 14 3.67485e-05
708020 14 3.67485e-05
702234 14 3.67485e-05
14608502 14 3.67485e-05
13302000 15 0.0024254
13301616 15 0.00154344
13301004 15 0.00132295
13303732 15 0.00132295
13302507 15 0.0011392
13302531 15 0.00102896
13302639 15 0.000808467
13300857 15 0.000771718
13301993 15 0.000771718
13303635 15 0.000771718
13306677 15 0.000661473
13301578 15 0.000587976
13306553 15 0.000551227
13306766 15 0.000551227
13304852 15 0.000514479
13301250 15 0.00047773
13300873 15 0.000293988
13304380 15 0.000293988
13302191 15 0.000257239
13303139 15 0.000257239
13300717 15 0.000110245
13303678 15 0.000110245
4681932 15 7.3497e-05
13300040 15 7.3497e-05
13302841 15 7.3497e-05
14102536 16 0.00213141
633429 16 0.00213141
603767 16 0.00143319
662399 16 0.0012127
642908 16 0.000881964
13301527 16 0.00073497
613762 16 0.000661473
620084 16 0.000661473
609404 16 0.000624724
642274 16 0.000587976
600270 16 0.000514479
616915 16 0.00047773
13400363 16 0.000440982
22291482 16 0.000367485
9000011 16 0.000367485
4107730 16 0.000367485
696358 16 0.000367485
611190 16 0.000330736
616834 16 0.000293988
627089 16 0.000293988
2800039 16 0.000293988
634654 16 0.000220491
665274 16 0.000220491
628050 16 0.000183742
662569 16 0.000146994
663727 16 0.000146994
655830 16 0.000110245
615013 16 0.000110245
600164 16 0.000110245
600075 16 0.000110245
632023 16 7.3497e-05
4901134 16 3.67485e-05
622591 16 3.67485e-05
200930 16 3.67485e-05
1709437 17 0.0012862
1700812 17 0.0012862
12800023 17 0.00110245
1707930 17 0.000808467
1700090 17 0.000808467
1413864 17 0.000771718
1706993 17 0.00073497
1704060 17 0.000587976
1406000 17 0.000587976
1706446 17 0.000587976
1401378 17 0.000514479
1701754 17 0.00047773
1400266 17 0.000404233
1705814 17 0.000404233
7200595 17 0.000367485
1700120 17 0.000367485
1700219 17 0.000330736
14104369 17 0.000330736
1400070 17 0.000330736
1403613 17 0.000293988
1438832 17 0.000293988
1705024 17 0.000257239
1700146 17 0.000257239
1700537 17 0.000257239
1413767 17 0.000220491
1407767 17 0.000220491
1404210 17 0.000220491
1416928 17 0.000220491
1711113 17 0.000183742
1407970 17 0.000146994
